P.key,grill_type,is_frozen,item_material,sample_item_index,guess_grill_correct,thumbs_up_score
44,Propane,false,Hotdog,15,true,0.4
45,Propane,true,Hotdog,16,true,0.5
46,Propane,false,Hotdog,17,false,0.5
47,Propane,true,Hotdog,18,true,0.1
48,Propane,false,Hotdog,19,true,0.9
49,Propane,true,Hotdog,20,true,0.6
50,Propane,false,Hotdog,21,true,0.2
51,Propane,true,Hotdog,22,true,0.7
52,Propane,false,Hotdog,23,true,0.6
53,Propane,true,Hotdog,24,true,1.0
54,Propane,false,Hotdog,25,false,0.9
55,Propane,true,Hotdog,26,true,0.7
56,Propane,false,Hotdog,27,true,0.1
57,Propane,true,Hotdog,28,true,0.5
58,Propane,false,Hotdog,29,true,1.0
59,Propane,true,Hotdog,30,true,0.2
60,Propane,false,Hotdog,1,false,0.3
61,Propane,true,Hotdog,2,false,0.7
62,Propane,false,Hotdog,3,true,0.4
63,Propane,true,Hotdog,4,false,0.1
64,Propane,false,Hotdog,5,true,0.1
65,Propane,true,Hotdog,6,false,0.1
66,Propane,false,Hotdog,7,true,0.6
67,Propane,true,Hotdog,8,false,0.8
68,Propane,false,Hotdog,9,true,1.1
69,Propane,true,Hotdog,10,false,0.8
70,Propane,false,Hotdog,11,true,0.5
71,Propane,true,Hotdog,12,true,0.7
72,Propane,false,Hotdog,13,true,0.3
73,Propane,true,Hotdog,14,true,0.0
74,Propane,false,Hotdog,15,true,0.9
75,Propane,true,Hotdog,16,true,0.3
76,Propane,false,Hotdog,17,true,0.4
77,Propane,true,Hotdog,18,true,0.8
78,Propane,false,Hotdog,19,false,0.5
79,Propane,true,Hotdog,20,true,0.4
80,Propane,false,Hotdog,21,true,0.8
81,Propane,true,Hotdog,22,true,1.2
82,Propane,false,Hotdog,23,true,1.1
83,Propane,true,Hotdog,24,true,1.2
84,Propane,false,Hotdog,25,true,0.9
85,Propane,true,Hotdog,26,true,0.6
86,Propane,false,Hotdog,27,true,0.2
87,Propane,true,Hotdog,28,true,0.5
88,Propane,false,Hotdog,29,false,0.0
89,Propane,true,Hotdog,30,false,0.6
90,Propane,false,Hotdog,1,true,0.9
91,Propane,true,Hotdog,2,false,0.9
92,Propane,false,Hotdog,3,true,0.0
93,Propane,true,Hotdog,4,true,0.3
94,Propane,false,Hotdog,5,true,0.2
95,Propane,true,Hotdog,6,true,0.3
96,Propane,false,Hotdog,7,true,0.2
97,Propane,true,Hotdog,8,true,0.9
98,Propane,false,Hotdog,9,true,0.7
99,Propane,true,Hotdog,10,true,0.0
100,Propane,false,Hotdog,11,true,0.0
101,Propane,true,Hotdog,12,true,0.4
102,Propane,false,Hotdog,13,true,0.6
103,Propane,true,Hotdog,14,true,0.9
104,Propane,false,Hotdog,15,true,0.1
105,Propane,true,Hotdog,16,true,0.3
106,Propane,false,Hotdog,17,true,1.0
107,Propane,true,Hotdog,18,true,0.3
108,Propane,false,Hotdog,19,true,0.3
109,Propane,true,Hotdog,20,true,0.0
110,Propane,false,Hotdog,21,true,0.1
111,Propane,true,Hotdog,22,false,0.0
112,Propane,false,Hotdog,23,true,0.3
113,Propane,true,Hotdog,24,true,1.0
114,Propane,false,Hotdog,25,true,0.2
115,Propane,true,Hotdog,26,true,0.8
116,Propane,false,Hotdog,27,false,0.1
117,Propane,true,Hotdog,28,true,0.0
118,Propane,false,Hotdog,29,true,0.5
119,Propane,true,Hotdog,30,false,0.5
120,Charcoal,false,Hotdog,1,true,5.1
121,Charcoal,true,Hotdog,2,true,5.1
122,Charcoal,false,Hotdog,3,true,5.0
123,Charcoal,true,Hotdog,4,true,5.3
124,Charcoal,false,Hotdog,5,false,5.1
125,Charcoal,true,Hotdog,6,true,5.2
126,Charcoal,false,Hotdog,7,true,5.4
127,Charcoal,true,Hotdog,8,true,5.2
128,Charcoal,false,Hotdog,9,true,5.1
129,Charcoal,true,Hotdog,10,true,5.4
130,Charcoal,false,Hotdog,11,true,5.2
131,Charcoal,true,Hotdog,12,true,5.2
132,Charcoal,false,Hotdog,13,true,5.2
133,Charcoal,true,Hotdog,14,true,5.1
134,Charcoal,false,Hotdog,15,true,5.2
135,Charcoal,true,Hotdog,16,true,5.1
136,Charcoal,false,Hotdog,17,true,5.3
137,Charcoal,true,Hotdog,18,true,5.2
138,Charcoal,false,Hotdog,19,true,5.2
139,Charcoal,true,Hotdog,20,true,5.3
140,Charcoal,false,Hotdog,21,true,5.2
141,Charcoal,true,Hotdog,22,true,5.3
142,Charcoal,false,Hotdog,23,true,5.0
143,Charcoal,true,Hotdog,24,true,5.4
144,Charcoal,false,Hotdog,25,true,5.1
145,Charcoal,true,Hotdog,26,true,5.4
146,Charcoal,false,Hotdog,27,true,5.2
147,Charcoal,true,Hotdog,28,true,5.2
148,Charcoal,false,Hotdog,29,true,5.3
149,Charcoal,true,Hotdog,30,false,5.3
150,Charcoal,false,Hotdog,1,true,5.1
151,Charcoal,true,Hotdog,2,true,5.0
152,Charcoal,false,Hotdog,3,true,5.0
153,Charcoal,true,Hotdog,4,true,5.3
154,Charcoal,false,Hotdog,5,true,5.3
155,Charcoal,true,Hotdog,6,true,5.0
156,Charcoal,false,Hotdog,7,true,5.2
157,Charcoal,true,Hotdog,8,true,5.1
158,Charcoal,false,Hotdog,9,true,5.2
159,Charcoal,true,Hotdog,10,true,5.2
160,Charcoal,false,Hotdog,11,true,5.3
161,Charcoal,true,Hotdog,12,true,5.3
162,Charcoal,false,Hotdog,13,true,5.2
163,Charcoal,true,Hotdog,14,true,5.2
164,Charcoal,false,Hotdog,15,true,5.0
165,Charcoal,true,Hotdog,16,true,5.3
166,Charcoal,false,Hotdog,17,true,5.3
167,Charcoal,true,Hotdog,18,true,5.1
168,Charcoal,false,Hotdog,19,true,5.1
169,Charcoal,true,Hotdog,20,true,5.2
170,Charcoal,false,Hotdog,21,true,5.2
171,Charcoal,true,Hotdog,22,true,5.0
172,Charcoal,false,Hotdog,23,true,5.1
173,Charcoal,true,Hotdog,24,true,5.1
174,Charcoal,false,Hotdog,25,true,5.2
175,Charcoal,true,Hotdog,26,true,5.0
176,Charcoal,false,Hotdog,27,true,5.3
177,Charcoal,true,Hotdog,28,true,5.0
178,Charcoal,false,Hotdog,29,true,5.2
179,Charcoal,true,Hotdog,30,true,5.0
180,Charcoal,false,Hotdog,1,true,5.3
181,Charcoal,true,Hotdog,2,true,5.0
182,Charcoal,false,Hotdog,3,true,5.2
183,Charcoal,true,Hotdog,4,true,5.4
184,Charcoal,false,Hotdog,5,true,5.5
185,Charcoal,true,Hotdog,6,true,5.4
186,Charcoal,false,Hotdog,7,true,5.1
187,Charcoal,true,Hotdog,8,true,5.0
188,Charcoal,false,Hotdog,9,true,5.2
189,Charcoal,true,Hotdog,10,true,5.5
190,Charcoal,false,Hotdog,11,true,5.3
191,Charcoal,true,Hotdog,12,true,5.6
192,Charcoal,false,Hotdog,13,true,5.4
193,Charcoal,true,Hotdog,14,true,5.1
194,Charcoal,false,Hotdog,15,true,5.3
195,Charcoal,true,Hotdog,16,true,5.6
196,Charcoal,false,Hotdog,17,true,5.5
197,Charcoal,true,Hotdog,18,true,5.0
198,Charcoal,false,Hotdog,19,true,5.6
199,Charcoal,true,Hotdog,20,true,5.2
200,Charcoal,false,Hotdog,21,false,5.0
201,Charcoal,true,Hotdog,22,true,5.3
202,Charcoal,false,Hotdog,23,true,5.6
203,Charcoal,true,Hotdog,24,true,5.1
204,Charcoal,false,Hotdog,25,true,5.2
205,Charcoal,true,Hotdog,26,true,5.5
206,Charcoal,false,Hotdog,27,true,5.6
207,Charcoal,true,Hotdog,28,true,5.5
208,Charcoal,false,Hotdog,29,true,5.0
209,Charcoal,true,Hotdog,30,true,5.0
210,Charcoal,false,Hotdog,1,true,5.2
211,Charcoal,true,Hotdog,2,true,5.2
212,Charcoal,false,Hotdog,3,false,5.1
213,Charcoal,true,Hotdog,4,true,5.0
214,Charcoal,false,Hotdog,5,false,5.2
215,Charcoal,true,Hotdog,6,true,5.2
216,Charcoal,false,Hotdog,7,false,5.0
217,Charcoal,true,Hotdog,8,true,5.2
218,Charcoal,false,Hotdog,9,true,5.2
219,Charcoal,true,Hotdog,10,true,5.2
220,Charcoal,false,Hotdog,11,true,5.0
221,Charcoal,true,Hotdog,12,true,5.1
222,Charcoal,false,Hotdog,13,true,5.1
223,Charcoal,true,Hotdog,14,true,5.1
224,Charcoal,false,Hotdog,15,true,5.2
225,Charcoal,true,Hotdog,16,true,5.1
226,Charcoal,false,Hotdog,17,true,5.2
227,Charcoal,true,Hotdog,18,true,5.2
228,Charcoal,false,Hotdog,19,true,5.2
229,Charcoal,true,Hotdog,20,true,5.0
230,Charcoal,false,Hotdog,21,true,5.1
231,Charcoal,true,Hotdog,22,true,5.0
232,Charcoal,false,Hotdog,23,true,5.1
233,Charcoal,true,Hotdog,24,true,5.2
234,Charcoal,false,Hotdog,25,true,5.0
235,Charcoal,true,Hotdog,26,true,5.0
236,Charcoal,false,Hotdog,27,true,5.0
237,Charcoal,true,Hotdog,28,true,5.1
238,Charcoal,false,Hotdog,29,false,5.1
239,Charcoal,true,Hotdog,30,true,5.2
240,Propane,false,Veggie Patty,1,true,0.0
241,Propane,true,Veggie Patty,2,true,0.9
242,Propane,false,Veggie Patty,3,true,0.8
243,Propane,true,Veggie Patty,4,true,0.8
244,Propane,false,Veggie Patty,5,true,1.1
245,Propane,true,Veggie Patty,6,true,1.2
246,Propane,false,Veggie Patty,7,true,0.6
247,Propane,true,Veggie Patty,8,true,1.0
248,Propane,false,Veggie Patty,9,true,0.1
249,Propane,true,Veggie Patty,10,true,1.1
250,Propane,false,Veggie Patty,11,true,0.2
251,Propane,true,Veggie Patty,12,true,1.1
252,Propane,false,Veggie Patty,13,true,0.9
253,Propane,true,Veggie Patty,14,true,0.4
254,Propane,false,Veggie Patty,15,true,0.2
255,Propane,true,Veggie Patty,16,true,1.0
256,Propane,false,Veggie Patty,17,true,0.6
257,Propane,true,Veggie Patty,18,true,0.6
258,Propane,false,Veggie Patty,19,true,0.2
259,Propane,true,Veggie Patty,20,true,0.6
260,Propane,false,Veggie Patty,21,true,0.9
261,Propane,true,Veggie Patty,22,true,0.0
262,Propane,false,Veggie Patty,23,true,1.2
263,Propane,true,Veggie Patty,24,true,0.7
264,Propane,false,Veggie Patty,25,true,1.0
265,Propane,true,Veggie Patty,26,false,1.0
266,Propane,false,Veggie Patty,27,false,1.1
267,Propane,true,Veggie Patty,28,true,0.3
268,Propane,false,Veggie Patty,29,true,1.1
269,Propane,true,Veggie Patty,30,true,0.2
270,Propane,false,Veggie Patty,1,true,0.8
271,Propane,true,Veggie Patty,2,true,0.8
272,Propane,false,Veggie Patty,3,true,0.6
273,Propane,true,Veggie Patty,4,true,0.7
274,Propane,false,Veggie Patty,5,true,0.4
275,Propane,true,Veggie Patty,6,true,0.7
276,Propane,false,Veggie Patty,7,true,0.7
277,Propane,true,Veggie Patty,8,true,0.1
278,Propane,false,Veggie Patty,9,true,0.0
279,Propane,true,Veggie Patty,10,false,0.2
280,Propane,false,Veggie Patty,11,true,0.2
281,Propane,true,Veggie Patty,12,true,0.8
282,Propane,false,Veggie Patty,13,true,0.5
283,Propane,true,Veggie Patty,14,true,0.4
284,Propane,false,Veggie Patty,15,true,0.3
285,Propane,true,Veggie Patty,16,true,0.4
286,Propane,false,Veggie Patty,17,true,0.5
287,Propane,true,Veggie Patty,18,true,0.4
288,Propane,false,Veggie Patty,19,true,0.6
289,Propane,true,Veggie Patty,20,true,0.1
290,Propane,false,Veggie Patty,21,true,0.0
291,Propane,true,Veggie Patty,22,true,0.2
292,Propane,false,Veggie Patty,23,true,0.2
293,Propane,true,Veggie Patty,24,true,1.0
294,Propane,false,Veggie Patty,25,false,0.3
295,Propane,true,Veggie Patty,26,true,0.1
296,Propane,false,Veggie Patty,27,true,0.4
297,Propane,true,Veggie Patty,28,true,0.8
298,Propane,false,Veggie Patty,29,true,0.9
299,Propane,true,Veggie Patty,30,true,0.3
300,Propane,false,Veggie Patty,1,true,0.3
301,Propane,true,Veggie Patty,2,false,0.1
302,Propane,false,Veggie Patty,3,true,0.4
303,Propane,true,Veggie Patty,4,true,0.0
304,Propane,false,Veggie Patty,5,true,0.5
305,Propane,true,Veggie Patty,6,true,0.4
306,Propane,false,Veggie Patty,7,false,0.2
307,Propane,true,Veggie Patty,8,true,0.1
308,Propane,false,Veggie Patty,9,true,0.7
309,Propane,true,Veggie Patty,10,false,0.7
310,Propane,false,Veggie Patty,11,true,0.7
311,Propane,true,Veggie Patty,12,true,0.2
312,Propane,false,Veggie Patty,13,true,0.6
313,Propane,true,Veggie Patty,14,true,0.6
314,Propane,false,Veggie Patty,15,true,0.1
315,Propane,true,Veggie Patty,16,true,0.7
316,Propane,false,Veggie Patty,17,true,0.2
317,Propane,true,Veggie Patty,18,true,0.7
318,Propane,false,Veggie Patty,19,false,0.3
319,Propane,true,Veggie Patty,20,false,0.7
320,Propane,false,Veggie Patty,21,true,0.7
321,Propane,true,Veggie Patty,22,false,0.0
322,Propane,false,Veggie Patty,23,true,0.1
323,Propane,true,Veggie Patty,24,true,0.2
324,Propane,false,Veggie Patty,25,true,0.5
325,Propane,true,Veggie Patty,26,true,0.3
326,Propane,false,Veggie Patty,27,true,0.5
327,Propane,true,Veggie Patty,28,true,0.7
328,Propane,false,Veggie Patty,29,true,0.6
329,Propane,true,Veggie Patty,30,true,0.3
330,Propane,false,Veggie Patty,1,true,1.1
331,Propane,true,Veggie Patty,2,true,0.1
332,Propane,false,Veggie Patty,3,true,0.2
333,Propane,true,Veggie Patty,4,true,1.1
334,Propane,false,Veggie Patty,5,true,1.2
335,Propane,true,Veggie Patty,6,true,0.7
336,Propane,false,Veggie Patty,7,false,0.5
337,Propane,true,Veggie Patty,8,true,0.0
338,Propane,false,Veggie Patty,9,true,1.1
339,Propane,true,Veggie Patty,10,true,0.1
340,Propane,false,Veggie Patty,11,false,0.7
341,Propane,true,Veggie Patty,12,true,0.4
342,Propane,false,Veggie Patty,13,true,0.1
343,Propane,true,Veggie Patty,14,false,0.1
344,Propane,false,Veggie Patty,15,true,0.3
345,Propane,true,Veggie Patty,16,true,1.0
346,Propane,false,Veggie Patty,17,true,0.4
347,Propane,true,Veggie Patty,18,true,0.1
348,Propane,false,Veggie Patty,19,true,0.2
349,Propane,true,Veggie Patty,20,true,0.8
350,Propane,false,Veggie Patty,21,true,0.6
351,Propane,true,Veggie Patty,22,true,1.2
352,Propane,false,Veggie Patty,23,true,1.1
353,Propane,true,Veggie Patty,24,false,1.3
354,Propane,false,Veggie Patty,25,true,0.4
355,Propane,true,Veggie Patty,26,true,0.9
356,Propane,false,Veggie Patty,27,true,1.0
357,Propane,true,Veggie Patty,28,true,0.3
358,Propane,false,Veggie Patty,29,true,0.2
359,Propane,true,Veggie Patty,30,true,1.0
360,Charcoal,false,Veggie Patty,1,true,0.3
361,Charcoal,true,Veggie Patty,2,true,0.3
362,Charcoal,false,Veggie Patty,3,true,0.3
363,Charcoal,true,Veggie Patty,4,true,0.3
364,Charcoal,false,Veggie Patty,5,true,0.0
365,Charcoal,true,Veggie Patty,6,true,0.0
366,Charcoal,false,Veggie Patty,7,true,0.2
367,Charcoal,true,Veggie Patty,8,true,0.1
368,Charcoal,false,Veggie Patty,9,true,0.0
369,Charcoal,true,Veggie Patty,10,true,0.0
370,Charcoal,false,Veggie Patty,11,true,0.1
371,Charcoal,true,Veggie Patty,12,true,0.4
372,Charcoal,false,Veggie Patty,13,false,0.0
373,Charcoal,true,Veggie Patty,14,true,0.3
374,Charcoal,false,Veggie Patty,15,true,0.1
375,Charcoal,true,Veggie Patty,16,true,0.3
376,Charcoal,false,Veggie Patty,17,true,0.2
377,Charcoal,true,Veggie Patty,18,true,0.1
378,Charcoal,false,Veggie Patty,19,true,0.3
379,Charcoal,true,Veggie Patty,20,true,0.4
380,Charcoal,false,Veggie Patty,21,false,0.3
381,Charcoal,true,Veggie Patty,22,true,0.4
382,Charcoal,false,Veggie Patty,23,true,0.3
383,Charcoal,true,Veggie Patty,24,true,0.1
384,Charcoal,false,Veggie Patty,25,true,0.0
385,Charcoal,true,Veggie Patty,26,true,0.0
386,Charcoal,false,Veggie Patty,27,true,0.0
387,Charcoal,true,Veggie Patty,28,true,0.0
388,Charcoal,false,Veggie Patty,29,true,0.4
389,Charcoal,true,Veggie Patty,30,true,0.2
390,Charcoal,false,Veggie Patty,1,true,0.4
391,Charcoal,true,Veggie Patty,2,true,0.1
392,Charcoal,false,Veggie Patty,3,true,0.4
393,Charcoal,true,Veggie Patty,4,true,0.0
394,Charcoal,false,Veggie Patty,5,true,0.2
395,Charcoal,true,Veggie Patty,6,true,0.1
396,Charcoal,false,Veggie Patty,7,true,0.0
397,Charcoal,true,Veggie Patty,8,true,0.0
398,Charcoal,false,Veggie Patty,9,true,0.0
399,Charcoal,true,Veggie Patty,10,false,0.4
400,Charcoal,false,Veggie Patty,11,true,0.0
401,Charcoal,true,Veggie Patty,12,false,0.0
402,Charcoal,false,Veggie Patty,13,false,0.1
403,Charcoal,true,Veggie Patty,14,true,0.0
404,Charcoal,false,Veggie Patty,15,true,0.0
405,Charcoal,true,Veggie Patty,16,true,0.1
406,Charcoal,false,Veggie Patty,17,true,0.4
407,Charcoal,true,Veggie Patty,18,true,0.3
408,Charcoal,false,Veggie Patty,19,true,0.4
409,Charcoal,true,Veggie Patty,20,true,0.3
410,Charcoal,false,Veggie Patty,21,true,0.0
411,Charcoal,true,Veggie Patty,22,true,0.1
412,Charcoal,false,Veggie Patty,23,true,0.0
413,Charcoal,true,Veggie Patty,24,true,0.1
414,Charcoal,false,Veggie Patty,25,true,0.3
415,Charcoal,true,Veggie Patty,26,true,0.0
416,Charcoal,false,Veggie Patty,27,true,0.1
417,Charcoal,true,Veggie Patty,28,true,0.0
418,Charcoal,false,Veggie Patty,29,true,0.1
419,Charcoal,true,Veggie Patty,30,true,0.2
420,Charcoal,false,Veggie Patty,1,true,0.1
421,Charcoal,true,Veggie Patty,2,true,0.1
422,Charcoal,false,Veggie Patty,3,true,0.0
423,Charcoal,true,Veggie Patty,4,true,0.0
424,Charcoal,false,Veggie Patty,5,false,0.0
425,Charcoal,true,Veggie Patty,6,true,0.0
426,Charcoal,false,Veggie Patty,7,true,0.0
427,Charcoal,true,Veggie Patty,8,true,0.0
428,Charcoal,false,Veggie Patty,9,true,0.0
429,Charcoal,true,Veggie Patty,10,true,0.1
430,Charcoal,false,Veggie Patty,11,true,0.0
431,Charcoal,true,Veggie Patty,12,false,0.0
432,Charcoal,false,Veggie Patty,13,true,0.0
433,Charcoal,true,Veggie Patty,14,true,0.0
434,Charcoal,false,Veggie Patty,15,true,0.0
435,Charcoal,true,Veggie Patty,16,true,0.0
436,Charcoal,false,Veggie Patty,17,true,0.1
437,Charcoal,true,Veggie Patty,18,true,0.0
438,Charcoal,false,Veggie Patty,19,true,0.1
439,Charcoal,true,Veggie Patty,20,true,0.1
440,Charcoal,false,Veggie Patty,21,true,0.0
441,Charcoal,true,Veggie Patty,22,true,0.1
442,Charcoal,false,Veggie Patty,23,true,0.1
443,Charcoal,true,Veggie Patty,24,true,0.0
444,Charcoal,false,Veggie Patty,25,true,0.0
445,Charcoal,true,Veggie Patty,26,true,0.1
446,Charcoal,false,Veggie Patty,27,false,0.0
447,Charcoal,true,Veggie Patty,28,true,0.0
448,Charcoal,false,Veggie Patty,29,true,0.0
449,Charcoal,true,Veggie Patty,30,true,0.1
450,Charcoal,false,Veggie Patty,1,true,0.2
451,Charcoal,true,Veggie Patty,2,false,0.4
452,Charcoal,false,Veggie Patty,3,true,0.1
453,Charcoal,true,Veggie Patty,4,false,0.0
454,Charcoal,false,Veggie Patty,5,true,0.4
455,Charcoal,true,Veggie Patty,6,true,0.0
456,Charcoal,false,Veggie Patty,7,true,0.5
457,Charcoal,true,Veggie Patty,8,true,0.4
458,Charcoal,false,Veggie Patty,9,true,0.0
459,Charcoal,true,Veggie Patty,10,true,0.5
460,Charcoal,false,Veggie Patty,11,true,0.0
461,Charcoal,true,Veggie Patty,12,false,0.5
462,Charcoal,false,Veggie Patty,13,true,0.2
463,Charcoal,true,Veggie Patty,14,false,0.5
464,Charcoal,false,Veggie Patty,15,true,0.6
465,Charcoal,true,Veggie Patty,16,true,0.2
466,Charcoal,false,Veggie Patty,17,true,0.3
467,Charcoal,true,Veggie Patty,18,true,0.4
468,Charcoal,false,Veggie Patty,19,true,0.2
469,Charcoal,true,Veggie Patty,20,true,0.4
470,Charcoal,false,Veggie Patty,21,true,0.1
471,Charcoal,true,Veggie Patty,22,true,0.2
472,Charcoal,false,Veggie Patty,23,true,0.2
473,Charcoal,true,Veggie Patty,24,true,0.2
474,Charcoal,false,Veggie Patty,25,true,0.6
475,Charcoal,true,Veggie Patty,26,true,0.1
476,Charcoal,false,Veggie Patty,27,true,0.3
477,Charcoal,true,Veggie Patty,28,true,0.5
478,Charcoal,false,Veggie Patty,29,true,0.2
479,Charcoal,true,Veggie Patty,30,false,0.6
480,Propane,false,Ground Beef Patty,1,true,5.7
481,Propane,true,Ground Beef Patty,2,true,5.2
482,Propane,false,Ground Beef Patty,3,true,5.6
483,Propane,true,Ground Beef Patty,4,true,5.9
484,Propane,false,Ground Beef Patty,5,true,5.0
485,Propane,true,Ground Beef Patty,6,true,5.9
486,Propane,false,Ground Beef Patty,7,true,5.5
487,Propane,true,Ground Beef Patty,8,true,5.9
488,Propane,false,Ground Beef Patty,9,true,5.8
489,Propane,true,Ground Beef Patty,10,true,5.2
490,Propane,false,Ground Beef Patty,11,true,5.1
491,Propane,true,Ground Beef Patty,12,true,5.7
492,Propane,false,Ground Beef Patty,13,false,5.8
493,Propane,true,Ground Beef Patty,14,true,5.1
494,Propane,false,Ground Beef Patty,15,true,5.2
495,Propane,true,Ground Beef Patty,16,true,5.6
496,Propane,false,Ground Beef Patty,17,true,5.6
497,Propane,true,Ground Beef Patty,18,true,5.9
498,Propane,false,Ground Beef Patty,19,true,6.0
499,Propane,true,Ground Beef Patty,20,true,5.9
500,Propane,false,Ground Beef Patty,21,true,6.0
501,Propane,true,Ground Beef Patty,22,true,5.8
502,Propane,false,Ground Beef Patty,23,true,6.0
503,Propane,true,Ground Beef Patty,24,true,6.1
504,Propane,false,Ground Beef Patty,25,true,5.5
505,Propane,true,Ground Beef Patty,26,true,5.8
506,Propane,false,Ground Beef Patty,27,true,5.0
507,Propane,true,Ground Beef Patty,28,true,5.3
508,Propane,false,Ground Beef Patty,29,true,5.4
509,Propane,true,Ground Beef Patty,30,false,5.7
510,Propane,false,Ground Beef Patty,1,true,6.0
511,Propane,true,Ground Beef Patty,2,true,6.0
512,Propane,false,Ground Beef Patty,3,true,5.2
513,Propane,true,Ground Beef Patty,4,true,5.4
514,Propane,false,Ground Beef Patty,5,true,5.3
515,Propane,true,Ground Beef Patty,6,true,5.6
516,Propane,false,Ground Beef Patty,7,true,6.1
517,Propane,true,Ground Beef Patty,8,true,5.8
518,Propane,false,Ground Beef Patty,9,true,5.3
519,Propane,true,Ground Beef Patty,10,true,5.2
520,Propane,false,Ground Beef Patty,11,true,6.0
521,Propane,true,Ground Beef Patty,12,true,6.2
522,Propane,false,Ground Beef Patty,13,true,5.2
523,Propane,true,Ground Beef Patty,14,true,5.6
524,Propane,false,Ground Beef Patty,15,true,6.1
525,Propane,true,Ground Beef Patty,16,true,5.3
526,Propane,false,Ground Beef Patty,17,true,5.0
527,Propane,true,Ground Beef Patty,18,true,6.1
528,Propane,false,Ground Beef Patty,19,true,6.0
529,Propane,true,Ground Beef Patty,20,true,5.5
530,Propane,false,Ground Beef Patty,21,true,5.5
531,Propane,true,Ground Beef Patty,22,true,5.0
532,Propane,false,Ground Beef Patty,23,true,6.1
533,Propane,true,Ground Beef Patty,24,false,5.5
534,Propane,false,Ground Beef Patty,25,true,5.5
535,Propane,true,Ground Beef Patty,26,true,5.2
536,Propane,false,Ground Beef Patty,27,true,6.2
537,Propane,true,Ground Beef Patty,28,true,6.1
538,Propane,false,Ground Beef Patty,29,true,5.8
539,Propane,true,Ground Beef Patty,30,true,5.1
540,Propane,false,Ground Beef Patty,1,true,6.1
541,Propane,true,Ground Beef Patty,2,true,5.1
542,Propane,false,Ground Beef Patty,3,true,6.2
543,Propane,true,Ground Beef Patty,4,true,5.4
544,Propane,false,Ground Beef Patty,5,true,5.1
545,Propane,true,Ground Beef Patty,6,true,6.0
546,Propane,false,Ground Beef Patty,7,true,5.2
547,Propane,true,Ground Beef Patty,8,true,5.8
548,Propane,false,Ground Beef Patty,9,true,6.0
549,Propane,true,Ground Beef Patty,10,true,5.1
550,Propane,false,Ground Beef Patty,11,true,6.1
551,Propane,true,Ground Beef Patty,12,true,5.4
552,Propane,false,Ground Beef Patty,13,true,5.3
553,Propane,true,Ground Beef Patty,14,true,5.3
554,Propane,false,Ground Beef Patty,15,true,5.7
555,Propane,true,Ground Beef Patty,16,true,6.1
556,Propane,false,Ground Beef Patty,17,true,5.9
557,Propane,true,Ground Beef Patty,18,true,6.1
558,Propane,false,Ground Beef Patty,19,true,5.4
559,Propane,true,Ground Beef Patty,20,true,6.3
560,Propane,false,Ground Beef Patty,21,true,6.0
561,Propane,true,Ground Beef Patty,22,true,5.6
562,Propane,false,Ground Beef Patty,23,true,5.5
563,Propane,true,Ground Beef Patty,24,true,6.3
564,Propane,false,Ground Beef Patty,25,false,5.0
565,Propane,true,Ground Beef Patty,26,true,6.1
566,Propane,false,Ground Beef Patty,27,true,5.0
567,Propane,true,Ground Beef Patty,28,true,5.2
568,Propane,false,Ground Beef Patty,29,true,6.1
569,Propane,true,Ground Beef Patty,30,true,5.5
570,Propane,false,Ground Beef Patty,1,true,5.9
571,Propane,true,Ground Beef Patty,2,true,5.0
